PERIMETER,MUNIG_,MUNIG_ID,ADM1CODE,ADM2CODE,ADM1NAME,ADM2NAME,DIRTFL_PC,ROOM1_PC,WATER_PC,PLUMB_PC,ELECT_PC,PHONE_PC,MEANILIT15,MEANSELE15,MEANCELE15,MEANSSEC15,MEANCSEC15,ACCESO,RURPER,FGT_0RUR00,FGT_0RUR02,MEANY2000,MEANY2002,POPDENS,FOODEXP
0.74700,1486.00000,1387.00000,30,031,Veracruz-Llave,Carrillo Puerto,0.52251,0.13880,0.18641,0.16347,0.48093,0.01181,0.91548,1.21068,0.64385,0.07244,0.20881,105.98750,100.00000,0.54000,0.51,418.04,453.39,59.60730,156.67999
1.33400,1487.00000,347.00000,15,080,M?xico,Sultepec,0.51718,0.04506,0.35752,0.10694,0.62113,0.00869,0.77226,0.76237,0.71009,0.07677,0.26721,151.31646,87.04335,0.48000,0.49,515.73,508.64,47.49831,163.17999
1.91600,1488.00000,2090.00000,12,027,Guerrero,Cutzamala de Pinz?n,0.57339,0.17333,0.18897,0.24500,0.66433,0.01754,1.00817,0.81302,0.50724,0.04797,0.09298,87.00000,81.61737,0.41000,0.43,689.26,584.77,19.55553,249.47000
0.26000,1489.00000,1430.00000,30,118,Veracruz-Llave,Orizaba,0.85714,0.00000,0.85714,0.00000,0.71429,0.00000,0.85714,0.57143,0.28571,0.14286,0.28571,31.00000,0.03457,0.39000,0.40,754.16,691.96,3983.00489,219.13999
0.48100,1490.00000,1384.00000,30,196,Veracruz-Llave,Yanga,0.36905,0.16341,0.36783,0.50536,0.82565,0.09055,0.46677,0.92536,0.61273,0.10968,0.38229,13.96552,68.35072,0.44000,0.36,605.22,714.94,183.47238,208.05000
0.43800,1491.00000,383.00000,17,008,Morelos,Emiliano Zapata,0.25138,0.21853,0.60951,0.70960,0.90122,0.25125,0.23234,0.49790,0.59784,0.15788,0.51474,15.53333,12.35399,0.25000,0.12,1159.34,1615.81,821.95999,348.92001
2.46200,1492.00000,1920.00000,16,038,Michoacán de Ocampo,Huetamo,0.70283,0.16432,0.10045,0.23931,0.53157,0.01190,0.93386,0.82361,0.53953,0.08331,0.15940,115.68586,53.04901,0.51000,0.43,471.35,600.82,22.07223,153.30000
0.17000,1493.00000,1098.00000,21,182,Puebla,Tlanepantla,0.35000,0.28333,0.25000,0.16667,0.66667,0.00000,0.40000,0.56667,1.38333,0.00000,0.31667,14.66667,2.00095,0.49000,0.40,500.50,622.53,256.14098,166.52000
0.21400,1494.00000,1455.00000,30,138,Veracruz-Llave,R?o Blanco,0.57143,0.00000,0.00000,0.14286,0.00000,0.00000,1.85714,0.57143,0.00000,0.00000,0.00000,127.00000,0.10425,0.46000,0.44,629.92,604.77,2533.25772,217.75000
1.00800,1495.00000,1087.00000,21,159,Puebla,Teopantlán,0.72199,0.08657,0.15889,0.12907,0.63059,0.00000,0.82006,0.73204,0.57696,0.07766,0.18667,82.00000,27.97521,0.54000,0.47,413.89,521.75,19.88887,137.88000
1.43600,1496.00000,1131.00000,21,069,Puebla,Huaquechula,0.32724,0.14269,0.48744,0.34905,0.79426,0.10030,0.39828,1.05235,0.78731,0.08653,0.24265,27.76744,67.97655,0.49000,0.41,500.50,622.32,119.84109,156.80000
0.94000,1497.00000,1385.00000,30,053,Veracruz-Llave,Cuitláhuac,0.21066,0.12758,0.31562,0.64074,0.83143,0.09177,0.52507,0.88275,0.64670,0.10021,0.33261,31.49020,48.11264,0.42000,0.34,642.65,760.53,154.61215,212.72999
2.66600,1498.00000,1937.00000,16,096,Michoacán de Ocampo,Tumbiscat?o,0.66472,0.09281,0.55110,0.06883,0.34385,0.01122,1.03783,0.86555,0.37481,0.04136,0.07761,209.73333,73.20004,0.54000,0.49,405.70,503.60,4.92216,140.69000
0.38300,1499.00000,371.00000,17,032,Morelos,Zacualpan de Amilpas,0.41558,0.28210,0.09524,0.24242,0.78644,0.03030,0.28932,0.46320,0.82251,0.12626,0.62482,5.66667,2.43657,0.38000,0.23,717.38,999.26,157.19866,268.04000
0.90400,1500.00000,1101.00000,21,150,Puebla,Huehuetlán el Grande,0.49218,0.26669,0.55410,0.19053,0.91501,0.00085,0.79478,0.83799,0.50202,0.09400,0.26030,38.87500,61.12266,0.51000,0.43,476.08,594.51,36.25867,156.97000
0.62800,1501.00000,1137.00000,21,121,Puebla,San Diego la Mesa Tochimi,0.52884,0.06562,0.35520,0.14489,0.96604,0.00234,0.81278,1.04324,0.70647,0.04488,0.20492,105.75000,100.00000,0.53000,0.46,443.91,535.75,8.45771,149.49000
0.20800,1502.00000,1097.00000,21,020,Puebla,Atoyatempan,0.28889,0.27222,0.45000,0.25000,0.78333,0.10000,0.32778,0.87778,0.82778,0.25000,0.21667,30.80000,2.88827,0.49000,0.40,500.50,631.96,220.27055,159.57000
0.55000,1503.00000,1127.00000,21,033,Puebla,Cohuecán,0.45111,0.08491,0.44650,0.11665,0.94989,0.01025,0.35758,0.99469,0.80943,0.16235,0.62636,83.80000,100.00000,0.56000,0.49,405.70,498.64,98.10383,133.00000
0.17900,1504.00000,1449.00000,30,074,Veracruz-Llave,Huiloapan,0.32772,0.33532,0.78044,0.50924,0.90489,0.16413,0.48858,0.67826,0.56413,0.16032,0.25815,9.00000,35.46136,0.37000,0.28,731.88,891.73,326.94460,267.44000
0.36000,1505.00000,1450.00000,30,135,Veracruz-Llave,Rafael Delgado,0.87394,0.38561,0.40120,0.17069,0.25895,0.00397,1.53183,1.22410,0.44532,0.04013,0.13030,61.41667,11.06585,0.63000,0.62,294.60,330.60,545.06965,118.50000
1.12200,1506.00000,372.00000,17,024,Morelos,Tlaltizapán,0.43389,0.22375,0.45344,0.53535,0.74020,0.07910,0.33999,0.50071,0.46794,0.11292,0.49404,15.66667,29.60550,0.33000,0.20,876.21,1235.45,186.03881,298.79998
0.43300,1507.00000,319.00000,15,107,M?xico,Tonatico,0.24880,0.04474,0.27340,0.42628,0.77257,0.05088,0.34289,1.00303,0.71560,0.05832,0.17871,26.85714,35.75900,0.39000,0.36,710.25,754.96,139.92585,205.13999
0.25800,1508.00000,1454.00000,30,030,Veracruz-Llave,Camerino Z. Mendoza,0.84962,0.24060,0.48872,0.01880,0.80451,0.00000,1.41353,0.86090,0.28947,0.16917,0.20677,63.00000,3.75496,0.54000,0.52,409.77,437.60,1722.48600,144.35000
0.39200,1509.00000,1100.00000,21,079,Puebla,Huitziltepec,0.29050,0.10933,0.87607,0.42603,0.93843,0.11863,0.17278,0.84703,0.85538,0.10773,0.56250,31.00000,100.00000,0.45000,0.36,564.30,719.35,90.04772,178.71000
0.15700,1510.00000,1096.00000,21,171,Puebla,Tepeyahualco de Cuauht?mo,0.33965,0.09584,0.92282,0.68720,0.95928,0.08940,0.29890,0.77948,0.83904,0.11224,0.56358,12.00000,100.00000,0.42000,0.33,611.30,781.48,215.07934,190.19000
0.53600,1511.00000,1094.00000,21,205,Puebla,Yehualtepec,0.41117,0.30366,0.21165,0.04583,0.68189,0.02514,0.50768,0.89178,0.72491,0.07858,0.31304,20.31250,15.25713,0.54000,0.46,422.26,530.64,148.51924,147.33000
1.39500,1512.00000,365.00000,17,004,Morelos,Ayala,0.44919,0.23459,0.44547,0.44813,0.78756,0.09585,0.53512,0.60397,0.44464,0.11486,0.43653,24.19355,34.32640,0.36000,0.23,800.79,1123.96,186.28532,280.13000
1.50500,1513.00000,1922.00000,16,077,Michoacán de Ocampo,San Lucas,0.54708,0.19044,0.18401,0.46068,0.82709,0.03401,0.96049,0.69755,0.48376,0.06881,0.21438,51.63934,63.41638,0.44000,0.33,605.22,808.84,41.92118,184.63999
0.48800,1514.00000,375.00000,17,028,Morelos,Xochitepec,0.41940,0.21560,0.45049,0.59020,0.82712,0.14055,0.39209,0.54691,0.55129,0.18981,0.55699,7.34694,10.64347,0.30000,0.17,949.19,1327.76,488.18351,305.05999
0.60800,1515.00000,376.00000,17,005,Morelos,Coatlán del R?o,0.37557,0.17205,0.79642,0.57844,0.94112,0.03934,0.49300,0.73048,0.53450,0.10201,0.46785,23.36842,100.00000,0.32000,0.18,885.02,1268.82,109.81095,300.35000
1.10200,1516.00000,346.00000,15,117,M?xico,Zacualpan,0.51520,0.03191,0.30686,0.15144,0.67326,0.03070,0.66545,0.92788,0.58439,0.06636,0.20864,138.54412,81.24961,0.48000,0.47,515.73,517.82,54.24232,163.63000
0.17900,1517.00000,1437.00000,30,113,Veracruz-Llave,Naranjal,0.70324,0.19434,0.36059,0.24229,0.90429,0.02465,0.74868,1.36655,0.41280,0.13607,0.24782,61.90909,100.00000,0.52000,0.46,452.86,531.28,228.10791,170.00000
0.92300,1518.00000,1072.00000,21,099,Puebla,Cañada Morelos,0.53695,0.17938,0.52683,0.09888,0.84778,0.00426,0.76288,0.90528,0.65735,0.05428,0.22538,31.30435,59.26655,0.55000,0.46,413.89,536.50,72.43880,150.52999
0.41300,1519.00000,1133.00000,21,005,Puebla,Acteopan,0.62604,0.07327,0.23828,0.01294,0.87767,0.01123,0.96562,1.01080,0.61422,0.06558,0.25122,99.75000,100.00000,0.56000,0.50,385.91,481.33,42.19753,127.51999
0.21500,1520.00000,1451.00000,30,185,Veracruz-Llave,Tlilapan,0.72534,0.42149,0.67994,0.29660,0.75795,0.07651,1.00349,1.10097,0.35010,0.09447,0.12191,32.00000,31.55499,0.57000,0.51,378.26,451.50,310.67203,144.58000
0.18800,1521.00000,1458.00000,30,018,Veracruz-Llave,Aquila,0.69261,0.16970,0.20979,0.05806,0.85738,0.00607,1.16119,1.11242,0.63485,0.05090,0.08245,51.20000,100.00000,0.54000,0.50,422.26,464.70,83.97951,189.22000
1.45300,1522.00000,349.00000,15,008,M?xico,Amatepec,0.36839,0.03827,0.26798,0.22096,0.68514,0.07499,0.67687,0.60213,0.59161,0.09198,0.25978,140.88000,88.72964,0.44000,0.43,605.22,596.50,53.47758,176.32000
0.56500,1523.00000,1123.00000,21,166,Puebla,Tepeojuma,0.34616,0.07776,0.38002,0.27188,0.90298,0.03259,0.85311,0.99506,0.68089,0.05108,0.27279,27.58333,45.61181,0.54000,0.47,413.89,515.27,64.51359,132.00999
0.43600,1524.00000,1386.00000,30,052,Veracruz-Llave,Cuichapa,0.47575,0.21884,0.78167,0.47803,0.82312,0.05984,0.53465,1.05815,0.58250,0.14220,0.40966,8.52941,43.96719,0.47000,0.40,536.78,635.53,298.64155,187.50999
0.71000,1525.00000,1443.00000,30,006,Veracruz-Llave,Acultzingo,0.70318,0.21937,0.21523,0.08572,0.61108,0.01085,0.74452,1.27448,0.63262,0.13912,0.23187,50.84375,68.07422,0.55000,0.51,409.77,454.35,106.42218,175.63000
0.18800,1526.00000,1459.00000,30,140,Veracruz-Llave,San Andr?s Tenejapan,0.78564,0.25619,0.31564,0.26817,0.81121,0.00469,1.09350,1.49758,0.54806,0.10778,0.12447,58.00000,100.00000,0.64000,0.61,303.57,354.94,105.30134,119.58000
0.67800,1527.00000,1456.00000,30,168,Veracruz-Llave,Tequila,0.91250,0.27566,0.34785,0.03543,0.55928,0.00289,1.17012,1.14531,0.37618,0.09896,0.13131,105.09677,73.41529,0.62000,0.58,312.80,367.07,119.85774,127.94000
0.95700,1528.00000,1375.00000,30,075,Veracruz-Llave,Ignacio de la Llave,0.40202,0.14409,0.09849,0.44551,0.67014,0.00699,0.84507,0.89519,0.46298,0.09497,0.23841,125.95455,73.05244,0.45000,0.40,593.25,646.65,44.88551,210.39999
0.12500,1529.00000,1460.00000,30,041,Veracruz-Llave,Coetzala,0.88590,0.20583,0.31027,0.24077,0.83515,0.00851,0.99343,1.41424,0.40546,0.09945,0.22506,36.33333,100.00000,0.59000,0.54,356.23,429.23,219.29512,138.91000
0.26800,1530.00000,362.00000,17,033,Morelos,Temoac,0.40643,0.20974,0.36697,0.15813,0.81978,0.02650,0.20713,0.79448,0.60472,0.09910,0.71155,10.25000,7.52590,0.33000,0.20,841.85,1190.02,317.04299,305.33999
0.33100,1531.00000,1128.00000,21,165,Puebla,Tepemaxalco,0.73770,0.02951,0.45029,0.09051,0.70631,0.00175,0.63298,1.47344,0.50557,0.05049,0.05299,134.00000,100.00000,0.58000,0.52,370.77,439.98,40.61439,129.16999
0.15100,1532.00000,1457.00000,30,098,Veracruz-Llave,Magdalena,0.88536,0.17816,0.90998,0.54235,0.87587,0.00236,1.00038,1.14598,0.53216,0.13506,0.12236,89.12500,100.00000,0.58000,0.52,374.51,439.67,189.08080,142.67999
0.94600,1533.00000,2073.00000,12,049,Guerrero,Pilcaya,0.55327,0.06238,0.41997,0.18611,0.78096,0.03532,0.65854,1.16534,0.68550,0.10213,0.29506,77.28000,58.63976,0.38000,0.38,739.22,671.55,71.25620,275.17999
0.66100,1534.00000,1083.00000,21,203,Puebla,Xochitlán Todos Santos,0.72487,0.29840,0.30108,0.10790,0.42984,0.00146,0.91214,1.08309,0.65415,0.05297,0.16429,50.55556,16.03607,0.61000,0.57,322.33,382.11,31.94264,118.91999
1.01100,1535.00000,1381.00000,30,117,Veracruz-Llave,Omealca,0.52418,0.15709,0.68211,0.34761,0.76733,0.03025,0.72253,1.02291,0.51053,0.12810,0.39020,51.40741,83.07901,0.49000,0.43,495.51,588.51,105.44366,177.58000
1.22500,1536.00000,1438.00000,30,201,Veracruz-Llave,Zongolica,0.88361,0.18030,0.33496,0.08609,0.32659,0.00199,1.13138,1.01763,0.46224,0.11570,0.19129,156.31429,84.23921,0.62000,0.60,309.70,355.14,143.40411,120.62000
0.72100,1537.00000,1440.00000,30,147,Veracruz-Llave,Soledad Atzompa,0.91387,0.19362,0.23569,0.01561,0.91102,0.00650,1.53238,1.09529,0.43827,0.08729,0.07882,114.90000,77.37311,0.62000,0.61,312.80,353.91,132.57727,132.80999
1.02800,1538.00000,1093.00000,21,177,Puebla,Tlacotepec de Benito Juár,0.60928,0.24496,0.52439,0.14716,0.77845,0.03771,0.90052,0.93830,0.53579,0.07844,0.22764,29.77500,40.58399,0.59000,0.52,352.70,438.70,105.44963,123.47000
0.16400,1539.00000,1089.00000,21,095,Puebla,La Magdalena Tlatlauquite,0.19697,0.18182,0.90152,0.83333,0.96212,0.01515,0.43182,0.74242,0.55303,0.15152,1.71970,113.00000,100.00000,0.45000,0.34,569.98,687.53,64.50251,170.02000
0.72300,1540.00000,1082.00000,21,098,Puebla,Molcaxac,0.37432,0.09830,0.65314,0.23590,0.79375,0.01460,0.59746,0.64804,0.58772,0.10860,0.42588,69.00000,100.00000,0.50000,0.43,480.88,607.21,39.12404,162.07000
0.30500,1541.00000,1081.00000,21,131,Puebla,San Juan Atzompa,0.13158,0.22105,0.80526,0.14211,0.88421,0.00000,0.28947,0.52632,0.78421,0.13684,0.37895,50.00000,100.00000,0.47000,0.38,526.15,676.48,34.07959,172.72999
0.48000,1542.00000,374.00000,17,014,Morelos,Mazatepec,0.38168,0.16368,0.79815,0.64741,0.95403,0.11902,0.56210,0.63686,0.45317,0.08066,0.40216,7.38462,47.79503,0.29000,0.17,958.72,1381.68,141.53968,313.20001
1.61500,1543.00000,1383.00000,30,173,Veracruz-Llave,Tezonapa,0.65343,0.17480,0.05359,0.10948,0.41708,0.00365,0.82636,1.14888,0.49774,0.09637,0.21981,96.95276,82.50990,0.57000,0.54,370.77,428.64,98.14249,140.27000
0.66800,1544.00000,363.00000,17,013,Morelos,Jonacatepec,0.41969,0.09707,0.28415,0.38954,0.71072,0.00998,0.31658,0.67139,0.66811,0.07297,1.13545,24.57143,21.05263,0.23000,0.10,1018.02,1505.39,128.52095,332.29000
0.56600,1545.00000,1122.00000,21,185,Puebla,Tlapanalá,0.37526,0.08305,0.59102,0.33704,0.94729,0.02498,0.54489,1.22046,0.71297,0.08014,0.16740,37.88889,63.26272,0.52000,0.44,457.42,561.23,105.78052,142.27000
0.76300,1546.00000,1086.00000,21,070,Puebla,Huatlatlauca,0.30799,0.10099,0.69356,0.13918,0.79466,0.01145,0.97201,0.85530,0.56146,0.08083,0.17667,76.33333,100.00000,0.57000,0.50,382.07,489.57,48.06572,122.11000
0.50800,1547.00000,373.00000,17,021,Morelos,Tetecala,0.40952,0.18973,0.72812,0.53647,0.90476,0.04528,0.56277,0.61148,0.41584,0.15112,0.40892,22.44444,31.60330,0.31000,0.18,921.14,1342.41,105.23771,310.77999
0.64600,1548.00000,364.00000,17,010,Morelos,Jantetelco,0.30477,0.14014,0.35859,0.33232,0.84187,0.04067,0.39069,0.66423,0.76718,0.11581,0.39985,13.52941,36.04220,0.35000,0.21,792.83,1118.80,155.20916,279.64001
2.39900,1549.00000,1382.00000,30,174,Veracruz-Llave,Tierra Blanca,0.43031,0.09438,0.17859,0.37388,0.55148,0.04994,0.60452,0.97798,0.49260,0.10596,0.30249,119.86751,50.14097,0.46000,0.40,564.30,639.11,59.05205,199.63999
0.97000,1550.00000,2072.00000,12,060,Guerrero,Tetipac,0.74517,0.04988,0.42932,0.20339,0.56348,0.03202,0.63847,1.18740,0.71733,0.11068,0.20761,91.62000,100.00000,0.42000,0.44,642.65,575.17,60.85174,258.85000
1.38500,1551.00000,1090.00000,21,206,Puebla,Zacapala,0.51988,0.03352,0.26051,0.21154,0.88040,0.04208,0.73354,0.88369,0.58256,0.11827,0.19923,102.95652,100.00000,0.52000,0.46,452.86,543.42,17.36316,150.39999
1.35300,1552.00000,386.00000,17,017,Morelos,Puente de Ixtla,0.49841,0.23089,0.34184,0.46043,0.75457,0.09483,0.47610,0.51995,0.49051,0.10627,0.42230,27.52083,12.61704,0.34000,0.20,850.32,1195.20,184.95985,290.98001
1.22200,1553.00000,1358.00000,30,015,Veracruz-Llave,?ngel R. Cabada,0.36241,0.11713,0.30348,0.36675,0.47501,0.02082,0.89074,0.88532,0.38920,0.08197,0.19812,70.63115,66.28164,0.44000,0.40,611.30,663.97,74.05781,227.64999
0.64200,1554.00000,1074.00000,21,046,Puebla,Chapulco,0.62370,0.24146,0.61058,0.11014,0.80021,0.00493,0.56401,1.18141,0.59033,0.11212,0.37847,13.28571,27.12017,0.55000,0.47,405.70,515.85,65.22829,146.11999
0.41900,1555.00000,1441.00000,30,020,Veracruz-Llave,Atlahuilco,0.95856,0.18633,0.36399,0.06148,0.70394,0.00049,1.59974,1.25087,0.33134,0.07453,0.06993,74.25000,100.00000,0.63000,0.62,291.67,335.95,143.21874,126.56999
0.51900,1556.00000,1380.00000,30,097,Veracruz-Llave,Lerdo de Tejada,0.21180,0.17071,0.22688,0.60652,0.48839,0.02079,0.73169,0.74897,0.37596,0.08237,0.21602,26.06667,8.04524,0.39000,0.34,739.22,815.59,240.07854,255.57000
0.77700,1557.00000,1129.00000,21,168,Puebla,Tepexco,0.67048,0.18012,0.20087,0.13608,0.79810,0.00189,1.13752,0.95827,0.58993,0.08921,0.15927,51.00000,29.27096,0.57000,0.51,382.07,453.94,54.28810,126.23000
2.59200,1558.00000,1359.00000,30,141,Veracruz-Llave,San Andr?s Tuxtla,0.70364,0.24202,0.41220,0.17135,0.60452,0.01497,0.97957,1.06896,0.45786,0.10101,0.18851,113.91875,50.67970,0.50000,0.49,480.88,501.08,149.00348,186.50000
0.31900,1559.00000,1442.00000,30,137,Veracruz-Llave,Los Reyes,0.96906,0.24626,0.29082,0.01455,0.49636,0.00000,1.27197,0.93285,0.35053,0.09192,0.14142,51.83333,100.00000,0.63000,0.61,291.67,343.27,124.86372,125.08000
0.47100,1560.00000,1134.00000,21,201,Puebla,Xochiltepec,0.44405,0.13111,0.90565,0.49009,0.95285,0.00681,0.63607,1.27049,0.67018,0.04473,0.18339,46.00000,100.00000,0.49000,0.41,495.51,609.69,75.06865,156.38000
1.34200,1561.00000,1377.00000,30,178,Veracruz-Llave,Tlacotalpan,0.46933,0.05862,0.09264,0.26383,0.59027,0.03163,0.84435,0.93985,0.45514,0.08607,0.15440,102.68605,43.00147,0.45000,0.40,593.25,639.53,26.02676,215.82000
4.24400,1562.00000,1935.00000,16,010,Michoacán de Ocampo,Arteaga,0.74361,0.08226,0.55777,0.08614,0.29824,0.00235,0.76965,0.76494,0.51217,0.05536,0.11649,257.06145,48.84119,0.52000,0.46,448.36,537.00,6.80335,151.47000
3.38900,1563.00000,1946.00000,16,008,Michoacán de Ocampo,Aquila,0.86587,0.07767,0.37629,0.08139,0.21652,0.01962,0.80436,1.18331,0.46771,0.07107,0.11495,382.34071,100.00000,0.54000,0.50,413.89,465.32,9.57193,138.66999
0.65100,1564.00000,1076.00000,21,103,Puebla,Nicolás Bravo,0.78029,0.05496,0.25923,0.08190,0.60039,0.00504,0.66100,1.10430,0.65648,0.09305,0.16555,76.78571,38.02791,0.57000,0.50,374.51,479.07,47.53748,141.17999
1.64900,1565.00000,2088.00000,12,055,Guerrero,Taxco de Alarc?n,0.55845,0.16785,0.36878,0.34195,0.85504,0.04566,0.63563,0.85889,0.70487,0.14408,0.35177,95.56897,33.87102,0.36000,0.36,784.94,711.63,153.57631,291.50000
0.25200,1566.00000,379.00000,17,031,Morelos,Zacatepec de Hidalgo,0.35959,0.27895,0.59236,0.70240,0.93452,0.20428,0.27828,0.32735,0.50622,0.16345,0.58487,7.08333,6.36345,0.21000,0.10,1307.16,1728.89,1340.68771,372.10998
0.75000,1567.00000,378.00000,17,012,Morelos,Jojutla,0.33227,0.19281,0.59271,0.67853,0.78049,0.16963,1.32807,0.96247,0.51442,0.12760,0.44023,17.22581,9.90047,0.29000,0.18,997.85,1391.29,344.69389,311.75000
1.07100,1568.00000,367.00000,17,019,Morelos,Tepalcingo,0.41454,0.12423,0.40421,0.15832,0.84495,0.03009,0.44842,0.93067,0.60294,0.14938,0.33896,53.56250,27.25728,0.36000,0.23,777.13,1084.45,65.86138,279.26000
1.89800,1569.00000,348.00000,15,105,M?xico,Tlatlaya,0.39919,0.07464,0.19730,0.18859,0.71706,0.04512,0.73879,0.52524,0.57055,0.11282,0.36424,169.10976,92.63435,0.44000,0.43,605.22,582.79,43.13162,174.17999
1.50200,1570.00000,1125.00000,21,085,Puebla,Izúcar de Matamoros,0.45800,0.14621,0.28976,0.28855,0.90743,0.01847,0.63985,0.87688,0.68321,0.07649,0.23518,82.54762,19.73028,0.50000,0.43,490.58,587.01,132.91251,153.41999
0.12300,1571.00000,1135.00000,21,133,Puebla,San Mart?n Totoltepec,0.28431,0.03922,0.62745,0.68138,0.96078,0.00490,0.23529,0.46078,0.23774,0.05392,1.03922,31.00000,100.00000,0.42000,0.30,655.64,837.58,117.33212,197.02000
0.25300,1572.00000,1088.00000,21,052,Puebla,Chigmecatitlán,0.36471,0.06765,0.76471,0.11765,0.85588,0.00294,0.84706,0.71176,0.41471,0.05294,0.18824,185.00000,100.00000,0.53000,0.44,443.91,563.17,53.08891,137.58999
0.53000,1573.00000,1124.00000,21,176,Puebla,Tilapa,0.46111,0.10862,0.55829,0.41915,0.81903,0.01794,0.53510,0.79280,0.52172,0.09200,0.43291,19.77778,67.42288,0.49000,0.41,495.51,613.14,99.10327,154.55999
0.99800,1574.00000,1077.00000,21,161,Puebla,Tepanco de L?pez,0.50153,0.09018,0.47739,0.19346,0.66449,0.09001,0.46007,0.74071,0.57982,0.08079,0.44785,27.15385,51.21134,0.51000,0.43,471.35,588.46,74.20133,160.11999
0.36200,1575.00000,1136.00000,21,062,Puebla,Epatlán,0.32505,0.11730,0.39094,0.32241,0.91472,0.01966,0.63859,0.95930,0.53347,0.10240,0.24196,29.54545,100.00000,0.50000,0.41,490.58,611.53,90.96618,155.61000
0.31700,1576.00000,1444.00000,30,195,Veracruz-Llave,Xoxocotla,0.96289,0.16235,0.45402,0.04208,0.73458,0.00000,1.47532,1.00408,0.59643,0.12189,0.22088,88.93333,100.00000,0.62000,0.62,312.80,339.79,119.91004,142.77000
1.47100,1577.00000,385.00000,17,025,Morelos,Tlaquiltenango,0.50152,0.21400,0.41266,0.24537,0.80030,0.03371,0.43401,0.71143,0.57802,0.10201,0.35321,82.74286,41.23663,0.36000,0.23,800.79,1087.41,55.34672,284.94000
0.73100,1578.00000,1139.00000,21,007,Puebla,Ahuatlán,0.38256,0.04056,0.35704,0.07738,0.73596,0.01925,0.73621,1.07320,0.64045,0.14075,0.35557,168.66667,100.00000,0.54000,0.49,426.50,502.85,20.66543,138.35000
0.75200,1579.00000,1379.00000,30,005,Veracruz-Llave,Acula,0.37718,0.08118,0.04551,0.37441,0.62195,0.01484,0.76805,0.91450,0.44479,0.11555,0.21909,53.90909,49.33147,0.44000,0.38,599.21,678.33,25.37892,215.05000
0.70500,1580.00000,387.00000,20,021,Oaxaca,Cosolapa,0.56248,0.26963,0.29403,0.25954,0.49876,0.00859,1.27868,0.86745,0.45445,0.10422,0.19074,51.46154,47.57724,0.60000,0.49,332.16,501.76,122.38914,122.38999
0.35600,1581.00000,1446.00000,30,184,Veracruz-Llave,Tlaquilpa,0.89182,0.10538,0.59650,0.05268,0.72678,0.00036,1.58766,0.88740,0.51126,0.10315,0.08428,85.20690,100.00000,0.64000,0.62,280.23,320.10,116.20381,121.51999
0.69200,1582.00000,377.00000,17,001,Morelos,Amacuzac,0.31236,0.15326,0.59723,0.46668,0.93678,0.07360,0.45967,0.64553,0.64991,0.10422,0.45815,25.55000,52.60284,0.33000,0.20,858.85,1219.11,138.90435,286.70001
0.46000,1583.00000,1439.00000,30,110,Veracruz-Llave,Mixtla de Altamirano,0.93357,0.35341,0.21047,0.03677,0.18542,0.00023,1.98478,0.45660,0.22160,0.03641,0.05102,190.94872,100.00000,0.61000,0.62,274.67,306.26,122.94636,118.04000
0.33900,1584.00000,1448.00000,30,171,Veracruz-Llave,Texhuacán,0.85310,0.26343,0.32387,0.03854,0.38586,0.00020,1.21986,1.00148,0.35168,0.13165,0.16808,135.05556,100.00000,0.62000,0.60,309.70,355.20,106.44619,132.35000
3.28500,1585.00000,1578.00000,27,003,Tabasco,Centla,0.37013,0.34087,0.16960,0.42644,0.74723,0.01234,0.49381,0.99162,0.60531,0.16694,0.50775,112.73881,56.33317,0.51000,0.46,476.08,533.28,32.97179,192.36000
0.33600,1586.00000,1092.00000,21,146,Puebla,Santa Catarina Tlaltempan,0.36293,0.06178,0.79923,0.13514,0.85714,0.00386,0.89575,0.54440,0.26255,0.08494,0.11969,207.00000,100.00000,0.50000,0.43,490.58,618.46,18.15623,153.13999
1.24000,1587.00000,2089.00000,12,047,Guerrero,Pedro Ascencio Alquisiras,0.83725,0.02666,0.10561,0.06418,0.37943,0.00351,0.83779,1.28963,0.96043,0.03647,0.15852,147.41772,100.00000,0.48000,0.54,510.60,429.17,25.67177,209.50000
1.10000,1588.00000,1075.00000,21,195,Puebla,Vicente Guerrero,0.90410,0.12244,0.09089,0.06051,0.63475,0.00145,1.31024,0.94689,0.51346,0.10438,0.16145,108.58696,87.53544,0.62000,0.58,294.60,365.01,86.03899,111.55000
0.68500,1589.00000,1091.00000,21,031,Puebla,Coatzingo,0.70210,0.08660,0.00521,0.09319,0.58121,0.00000,1.04114,0.80713,0.60396,0.04320,0.13286,67.62500,19.69697,0.56000,0.51,382.07,450.54,31.66227,130.83000
1.11300,1590.00000,1378.00000,30,084,Veracruz-Llave,Ixmatlahuacan,0.33922,0.04409,0.08648,0.40583,0.50814,0.01217,0.58528,0.92606,0.50271,0.13087,0.20490,131.87805,100.00000,0.44000,0.40,599.21,662.16,17.52308,212.61999
0.59400,1591.00000,1374.00000,30,139,Veracruz-Llave,Saltabarranca,0.34767,0.03469,0.32615,0.57572,0.67358,0.00324,0.98598,0.93078,0.36433,0.08278,0.21271,54.73077,49.04996,0.41000,0.36,675.60,742.95,52.34916,237.64999
1.42700,1592.00000,2101.00000,12,064,Guerrero,Tlalchapa,0.57167,0.13842,0.22289,0.26720,0.68662,0.00394,0.81277,0.78141,0.47762,0.09924,0.21521,81.55556,69.25514,0.38000,0.40,739.22,644.75,27.70909,265.14999
