PERIMETER,MUNIG_,MUNIG_ID,ADM1CODE,ADM2CODE,ADM1NAME,ADM2NAME,DIRTFL_PC,ROOM1_PC,WATER_PC,PLUMB_PC,ELECT_PC,PHONE_PC,MEANILIT15,MEANSELE15,MEANCELE15,MEANSSEC15,MEANCSEC15,ACCESO,RURPER,FGT_0RUR00,FGT_0RUR02,MEANY2000,MEANY2002,POPDENS,FOODEXP
0.76200,534.00000,76.00000,31,068,Yucatán,Sinanch?,0.05493,0.25525,0.88691,0.36834,0.95638,0.03069,0.47173,0.92892,0.46850,0.11632,0.35380,21.00000,100.00000,0.50000,0.33,485.70,812.05,22.54791,183.10000
1.41200,535.00000,1747.00000,22,002,Quer?taro de Arteaga,Pinal de Amoles,0.62006,0.08932,0.26643,0.19370,0.37459,0.00490,0.72721,0.86575,0.62562,0.11356,0.24810,275.18675,100.00000,0.49000,0.40,500.50,649.90,36.72958,154.71000
1.40400,536.00000,1831.00000,18,007,Nayarit,Jala,0.66857,0.10558,0.60658,0.10283,0.60937,0.01770,0.41227,1.37892,0.69430,0.08590,0.31653,353.65517,44.51796,0.48000,0.46,526.15,534.97,32.13993,193.63999
2.55800,537.00000,2158.00000,11,014,Guanajuato,Dolores Hidalgo,0.29255,0.05927,0.55996,0.21124,0.71564,0.10350,0.74912,0.89420,0.70873,0.10245,0.22203,69.13486,60.93539,0.48000,0.40,520.92,662.08,77.88207,149.39999
0.89700,538.00000,1275.00000,30,078,Veracruz-Llave,Ixcatepec,0.92878,0.16170,0.12735,0.01497,0.58497,0.00062,0.74560,1.03164,0.68252,0.15266,0.29943,41.80392,72.19156,0.57000,0.56,378.26,407.26,71.21088,145.41000
0.38900,539.00000,72.00000,31,083,Yucatán,Telchac Puerto,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,-9999.00,-9999.00,0.00000,-9999.00000
1.32100,540.00000,1527.00000,32,028,Zacatecas,Mezquital del Oro,0.33492,0.01833,0.47910,0.21859,0.91547,0.01174,0.35319,1.11829,0.75578,0.14929,0.20582,244.00000,100.00000,0.34000,0.31,825.19,864.72,6.21437,262.54000
1.44500,541.00000,36.00000,31,006,Yucatán,Buctzotz,0.19271,0.41471,0.90982,0.01375,0.81555,0.02771,0.76967,1.28971,0.67555,0.11255,0.10870,195.25000,15.30343,0.61000,0.46,345.70,530.33,12.24463,135.63000
1.31900,542.00000,1528.00000,32,033,Zacatecas,Moyahua de Estrada,0.20733,0.02383,0.27351,0.51094,0.86008,0.05141,0.51072,1.04025,0.75595,0.13818,0.28828,118.62069,100.00000,0.33000,0.28,867.50,940.59,10.78638,267.61999
0.88800,543.00000,71.00000,31,026,Yucatán,Dzemul,0.06903,0.16847,0.51083,0.63972,0.93097,0.14930,0.52847,0.75639,0.31791,0.11111,0.16722,44.25000,8.22222,0.41000,0.25,662.22,1093.36,17.74949,243.08000
1.53600,544.00000,1956.00000,14,046,Jalisco,Jalostotitlán,0.05202,0.01947,0.48844,0.42423,0.82784,0.11013,0.39474,1.23843,0.93198,0.08979,0.15119,68.21000,24.25827,0.40000,0.34,675.60,814.90,54.78556,207.69000
0.85500,545.00000,1267.00000,30,153,Veracruz-Llave,Tancoco,0.61407,0.20202,0.66065,0.24888,0.73622,0.00868,0.49791,0.94966,0.57076,0.14340,0.37125,60.53333,100.00000,0.47000,0.43,536.78,581.30,41.38125,202.42999
0.64300,546.00000,1276.00000,30,056,Veracruz-Llave,Chiconamel,0.80279,0.17520,0.00049,0.03634,0.52439,0.00000,1.07584,0.82412,0.36680,0.15012,0.27132,69.60606,100.00000,0.58000,0.56,359.82,390.83,71.14382,137.05999
2.26200,547.00000,2163.00000,11,020,Guanajuato,Le?n,0.15735,0.08681,0.34875,0.34079,0.84582,0.12553,0.61292,0.89351,0.78117,0.14699,0.35763,77.22687,6.26968,0.40000,0.31,689.26,837.57,930.44279,168.46000
1.26100,548.00000,1695.00000,24,037,San Luis Potos?,Tamazunchale,0.73237,0.18601,0.30631,0.17160,0.69558,0.00962,0.85807,0.92972,0.67064,0.16903,0.37933,76.57711,72.94272,0.56000,0.51,401.66,464.08,254.81226,135.72999
1.17500,549.00000,1826.00000,18,013,Nayarit,San Pedro Lagunillas,0.12421,0.04235,0.95456,0.78485,0.97068,0.06607,0.25785,0.77756,0.52433,0.10542,0.58143,132.22222,52.18625,0.31000,0.23,930.40,1118.86,14.74799,293.72000
0.96400,550.00000,1526.00000,32,011,Zacatecas,Trinidad Garc?a de la Cad,0.33175,0.00084,0.75784,0.32720,0.84822,0.04138,0.32669,1.10673,0.72567,0.07474,0.15945,183.66667,100.00000,0.33000,0.30,867.50,940.98,11.57867,280.16000
0.62900,551.00000,64.00000,31,039,Yucatán,Ixil,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,-9999.00,-9999.00,0.00000,-9999.00000
1.32400,552.00000,87.00000,31,059,Yucatán,Progreso,0.17001,0.33333,0.31198,0.45113,0.74794,0.12114,0.80633,1.15895,0.34208,0.03241,0.13992,20.33333,2.28088,0.51000,0.36,466.67,742.15,112.63606,177.99000
0.75000,553.00000,160.00000,13,049,Hidalgo,Pisaflores,0.52988,0.16358,0.56858,0.26642,0.44511,0.00352,0.95990,0.70371,0.54966,0.12617,0.23465,180.70000,100.00000,0.49000,0.46,515.73,548.35,87.72797,181.46000
1.87700,554.00000,62.00000,31,052,Yucatán,Motul,0.09230,0.29663,0.82551,0.07051,0.93469,0.00880,0.72930,1.27258,0.69704,0.11966,0.31569,46.85714,32.61658,0.59000,0.43,363.44,591.95,94.21765,140.27000
0.90200,555.00000,25.00000,31,070,Yucatán,Sucilá,0.00000,0.33334,0.50000,0.16666,0.50000,0.00000,0.66667,0.83334,0.16666,0.00000,0.16666,134.50000,5.00774,0.52000,0.37,452.86,748.47,12.77322,174.38000
1.66500,556.00000,32.00000,31,084,Yucatán,Temax,0.08392,0.27540,0.89730,0.03500,0.87578,0.00833,0.95988,1.20629,0.55858,0.04014,0.39632,32.00000,9.86554,0.59000,0.43,363.44,605.82,19.41042,141.67999
1.66500,557.00000,1960.00000,14,109,Jalisco,Uni?n de San Antonio,0.12678,0.04149,0.34201,0.21190,0.69011,0.06001,0.56687,1.07071,0.76993,0.07075,0.14495,82.41304,59.67186,0.41000,0.34,662.22,790.71,21.70615,215.69999
0.54600,558.00000,63.00000,31,082,Yucatán,Telchac Pueblo,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,-9999.00,-9999.00,0.00000,-9999.00000
0.23400,559.00000,2.00000,23,003,Quintana Roo,Isla Mujeres,0.30026,0.24686,0.00000,0.21963,0.34488,0.00000,0.71702,0.52675,0.44607,0.16084,0.21367,152.22222,11.39397,0.41000,0.28,710.25,1016.71,15.66501,248.69000
1.26200,560.00000,1954.00000,14,117,Jalisco,Cañadas de Obreg?n,0.18601,0.00257,0.53997,0.30105,0.78389,0.06059,0.43059,1.16448,0.84654,0.04103,0.14053,125.34783,100.00000,0.38000,0.31,724.59,863.41,16.38744,231.50000
1.38200,561.00000,1971.00000,14,118,Jalisco,Yahualica de González Gal,0.22029,0.01963,0.17557,0.33622,0.68701,0.04267,0.43415,1.21449,0.76279,0.05346,0.15442,54.83333,40.16321,0.40000,0.33,696.17,843.16,42.50352,226.82000
0.66500,562.00000,1279.00000,30,055,Veracruz-Llave,Chalma,0.73587,0.11134,0.04010,0.27980,0.69192,0.00264,0.98881,0.87276,0.52689,0.20153,0.26861,74.30952,100.00000,0.55000,0.54,405.70,439.14,82.95565,147.75999
1.57200,563.00000,153.00000,13,028,Hidalgo,Huejutla de Reyes,0.59118,0.14709,0.29412,0.10513,0.75282,0.00166,1.25317,0.68738,0.49850,0.17088,0.41149,59.94706,60.05229,0.56000,0.52,389.79,449.20,291.07722,126.41000
1.84400,564.00000,84.00000,31,038,Yucatán,Hunucmá,0.03882,0.32829,0.88609,0.19902,0.94946,0.00969,0.50361,1.26337,0.71280,0.21459,0.27242,63.33333,9.04962,0.57000,0.41,389.79,619.53,31.53434,150.13000
0.51400,565.00000,1273.00000,30,034,Veracruz-Llave,Cerro Azul,0.45018,0.13713,0.65924,0.38960,0.57464,0.02534,0.43310,0.73066,0.67388,0.14746,0.32193,34.16667,13.00902,0.42000,0.37,649.11,704.36,276.89345,230.47000
0.88300,566.00000,1274.00000,30,167,Veracruz-Llave,Tepetzintla,0.74333,0.10872,0.44019,0.21782,0.73022,0.00248,0.41020,0.94925,0.56097,0.12276,0.41882,47.30769,64.91930,0.48000,0.43,520.92,572.55,61.00543,195.88000
1.48200,567.00000,1751.00000,22,013,Quer?taro de Arteaga,Peñamiller,0.33170,0.04890,0.48067,0.18760,0.72543,0.00439,0.56814,0.87246,0.78056,0.10019,0.31844,242.63559,100.00000,0.42000,0.31,642.65,850.90,24.13645,182.55999
0.47300,568.00000,1281.00000,30,055,Veracruz-Llave,Chalma,0.73587,0.11134,0.04010,0.27980,0.69192,0.00264,0.98881,0.87276,0.52689,0.20153,0.26861,74.30952,100.00000,0.55000,0.54,405.70,439.14,82.95565,147.75999
0.70700,569.00000,2153.00000,11,034,Guanajuato,Santa Catarina,0.49618,0.08237,0.81635,0.14626,0.82168,0.01675,0.81332,0.67038,0.59358,0.13653,0.24800,155.20588,100.00000,0.45000,0.38,575.71,688.85,23.40503,166.19000
0.69400,570.00000,67.00000,31,004,Yucatán,Baca,0.04512,0.15800,0.64824,0.49991,0.94438,0.05964,0.54739,1.09644,0.65479,0.12313,0.44550,38.60000,19.52895,0.50000,0.33,480.88,782.61,49.20005,178.33000
1.85200,571.00000,2164.00000,11,015,Guanajuato,Guanajuato,0.19848,0.08386,0.30886,0.29654,0.70688,0.05602,0.58363,0.92765,0.79025,0.15953,0.42285,86.59060,24.87181,0.47000,0.38,531.45,679.46,141.65640,148.16999
0.71300,572.00000,82.00000,31,009,Yucatán,Cansahcab,0.15094,0.31457,1.00000,0.15152,0.97836,0.00000,0.90823,1.10736,0.35094,0.07186,0.68427,23.66667,9.06599,0.55000,0.37,413.89,695.07,38.12715,160.05000
0.42100,573.00000,65.00000,31,020,Yucatán,Chicxulub Pueblo,0.00000,0.16666,0.50000,0.83334,1.00000,0.33334,0.33334,1.08334,0.66666,0.16666,0.83333,15.50000,2.91179,0.49000,0.31,505.52,800.77,71.34052,173.83999
0.72100,574.00000,2150.00000,11,013,Guanajuato,Doctor Mora,0.36461,0.11641,0.87215,0.15671,0.85137,0.03220,0.91507,0.76747,0.75557,0.11136,0.24697,71.63492,78.88984,0.48000,0.40,515.73,653.35,85.25890,152.36999
0.86600,575.00000,158.00000,13,018,Hidalgo,Chapulhuacán,0.41643,0.13025,0.38333,0.39078,0.58864,0.00397,0.84021,0.82672,0.60225,0.10820,0.28966,93.24138,83.68530,0.46000,0.41,564.30,630.13,85.92804,195.61000
1.59900,576.00000,1817.00000,18,006,Nayarit,Ixtlán del R?o,0.34338,0.07166,0.86555,0.47301,0.75610,0.05298,0.54059,0.87659,0.62697,0.16354,0.32777,148.21053,16.64565,0.38000,0.33,731.88,829.55,53.71589,247.02000
1.49900,577.00000,1976.00000,14,040,Jalisco,Hostotipaquillo,0.42139,0.05612,0.35735,0.32063,0.76454,0.06168,0.51552,0.97012,0.78880,0.10206,0.24318,172.83784,65.00751,0.42000,0.37,655.64,728.98,11.47055,204.22000
0.78700,578.00000,85.00000,31,100,Yucatán,Ucú,0.04317,0.21986,0.88653,0.08378,0.96758,0.03242,0.47794,1.14604,0.67148,0.14155,0.57150,17.50000,100.00000,0.53000,0.37,439.48,711.82,19.08686,174.69000
2.60900,579.00000,1272.00000,30,160,Veracruz-Llave,Temapache,0.67455,0.17505,0.08917,0.10277,0.65068,0.01752,0.58613,0.96864,0.70930,0.15645,0.34125,68.10732,67.22068,0.51000,0.49,471.35,497.45,81.18131,176.22999
0.48500,580.00000,66.00000,31,051,Yucatán,Mocochá,0.02720,0.15798,0.93844,0.22572,0.97608,0.06034,0.27423,1.01632,0.86179,0.13221,0.70752,26.66667,100.00000,0.49000,0.31,495.51,799.86,58.32754,189.00000
0.33200,581.00000,154.00000,13,032,Hidalgo,Jaltocán,0.44523,0.11944,0.16027,0.24476,0.86116,0.00182,1.36694,0.63340,0.63850,0.13627,0.35234,19.00000,47.00990,0.56000,0.51,393.70,460.23,257.26466,123.37999
1.21300,582.00000,149.00000,13,062,Hidalgo,Tepehuacán de Guerrero,0.58536,0.24348,0.40562,0.27523,0.44591,0.00210,1.14137,1.00795,0.48516,0.14967,0.30898,253.15625,100.00000,0.53000,0.51,430.79,449.76,74.50834,150.39999
1.54600,583.00000,150.00000,13,034,Hidalgo,Lolotla,0.48502,0.11035,0.46965,0.36080,0.64323,0.00450,0.75987,0.91679,0.44314,0.16051,0.54744,122.08824,100.00000,0.46000,0.40,553.14,623.85,49.13834,192.83000
2.64700,584.00000,88.00000,31,050,Yucatán,M?rida,0.09898,0.27879,0.70929,0.21787,0.87990,0.08911,0.52528,1.03658,0.69003,0.14333,0.36972,58.12903,3.24783,0.49000,0.34,500.50,763.78,801.32004,177.77000
1.20700,585.00000,148.00000,13,073,Hidalgo,Tlanchinol,0.56706,0.10335,0.58747,0.22367,0.58044,0.00113,0.88123,0.79813,0.54474,0.15972,0.47526,104.71053,87.70804,0.51000,0.46,466.67,529.41,88.16892,161.83999
1.72300,586.00000,26.00000,31,032,Yucatán,Espita,0.33626,0.35859,0.73602,0.02244,0.72134,0.00246,0.93196,1.39364,0.55226,0.10331,0.14567,109.20000,25.98295,0.66000,0.51,283.04,457.48,17.65338,112.26000
0.14300,587.00000,1280.00000,30,056,Veracruz-Llave,Chiconamel,0.80279,0.17520,0.00049,0.03634,0.52439,0.00000,1.07584,0.82412,0.36680,0.15012,0.27132,69.60606,100.00000,0.58000,0.56,359.82,390.83,71.14382,137.05999
1.14500,588.00000,38.00000,31,012,Yucatán,Cenotillo,0.21429,0.12857,0.94286,0.25714,0.90000,0.04286,0.62857,0.97143,0.67143,0.25714,0.38571,126.00000,13.23657,0.55000,0.40,409.77,656.79,6.40327,154.67999
1.91900,589.00000,1271.00000,30,058,Veracruz-Llave,Chicontepec,0.78352,0.11549,0.19452,0.03978,0.79379,0.00508,0.70524,1.01638,0.71949,0.18393,0.32622,98.17375,92.53426,0.57000,0.55,382.07,420.85,63.20775,139.41000
1.05500,590.00000,155.00000,13,040,Hidalgo,La Misi?n,0.34163,0.07347,0.18852,0.28621,0.58842,0.00147,0.88578,0.89951,0.50187,0.06777,0.18216,157.54217,100.00000,0.43000,0.38,623.65,683.84,50.42889,225.86000
0.56800,591.00000,78.00000,31,072,Yucatán,Suma,0.07030,0.21927,0.94521,0.11217,0.94043,0.00119,0.17532,1.15612,0.43277,0.11565,0.45416,30.00000,100.00000,0.52000,0.34,457.42,768.96,21.62290,176.77000
1.44700,592.00000,1827.00000,18,002,Nayarit,Ahuacatlán,0.17980,0.04653,0.97574,0.71654,0.97688,0.08247,0.31487,0.69857,0.73406,0.12419,0.51691,114.21053,58.98770,0.32000,0.25,867.50,1011.21,31.29560,277.39001
0.72700,593.00000,33.00000,31,031,Yucatán,Dzoncauich,0.04814,0.19802,0.60410,0.07710,0.91982,0.00725,0.81662,1.29429,0.51580,0.19578,0.40285,66.00000,100.00000,0.61000,0.46,332.16,552.07,21.84921,126.51000
1.36200,594.00000,1973.00000,14,071,Jalisco,San Crist?bal de la Barra,0.39109,0.02578,0.59104,0.36696,0.90885,0.03022,0.33081,1.05928,0.91210,0.20037,0.17500,174.21277,100.00000,0.40000,0.36,662.22,743.47,8.48936,204.88000
1.08400,595.00000,2151.00000,11,040,Guanajuato,Tierra Blanca,0.60680,0.10570,0.42283,0.06505,0.60929,0.00771,0.93536,0.83280,0.71904,0.13279,0.25898,171.46774,100.00000,0.52000,0.46,448.36,525.90,37.06117,137.13999
0.90400,596.00000,161.00000,13,025,Hidalgo,Huautla,0.64218,0.06460,0.18453,0.09199,0.92487,0.00068,0.81896,0.86622,0.43188,0.19538,0.52894,65.63492,86.14765,0.54000,0.47,430.79,514.91,81.55566,139.75000
1.41500,597.00000,2161.00000,11,037,Guanajuato,Silao,0.21202,0.12063,0.61087,0.30546,0.82785,0.07913,0.62646,0.98891,0.92060,0.12837,0.36632,45.38426,42.90851,0.46000,0.37,558.70,709.34,252.79181,148.55000
1.15400,598.00000,156.00000,13,047,Hidalgo,Pacula,0.48182,0.06354,0.27010,0.13304,0.62993,0.00358,0.83279,0.96877,0.60037,0.06896,0.10492,295.58065,100.00000,0.45000,0.43,575.71,584.59,14.71773,210.77999
1.21300,599.00000,1953.00000,14,111,Jalisco,Valle de Guadalupe,0.12339,0.02296,0.48896,0.31611,0.70179,0.03407,0.38212,1.08477,0.88773,0.12823,0.11963,57.17500,29.87580,0.40000,0.34,675.60,827.22,17.12258,217.64999
0.64700,600.00000,31.00000,31,086,Yucatán,Tepakán,0.04271,0.30759,0.82500,0.05416,0.95000,0.00104,0.70878,1.15982,0.50550,0.08556,0.23616,27.50000,100.00000,0.61000,0.44,335.50,571.19,18.98947,129.99000
1.84300,601.00000,1270.00000,30,189,Veracruz-Llave,Túxpam,0.52104,0.17818,0.08453,0.19449,0.67811,0.05108,0.41284,0.97817,0.62738,0.15491,0.37952,73.20800,26.13019,0.44000,0.40,587.34,618.67,133.41146,213.22000
1.26600,602.00000,157.00000,13,031,Hidalgo,Jacala de Ledezma,0.36650,0.07708,0.41722,0.37994,0.68527,0.00441,0.82719,0.72160,0.51259,0.09245,0.24781,153.23810,71.24467,0.41000,0.36,682.40,754.89,28.95655,242.83000
0.68000,603.00000,83.00000,31,088,Yucatán,Teya,0.06593,0.31209,0.85714,0.42198,0.91209,0.00220,0.67033,1.06593,0.34725,0.15385,0.38242,11.00000,100.00000,0.55000,0.38,405.70,682.71,24.93179,152.44999
0.46700,604.00000,68.00000,31,013,Yucatán,Conkal,0.02926,0.20819,0.28049,0.03190,0.99237,0.00254,0.72121,1.13258,0.55043,0.14171,0.57467,25.00000,21.01050,0.56000,0.38,401.66,658.90,124.45090,153.89999
1.41700,605.00000,1957.00000,14,078,Jalisco,San Miguel el Alto,0.09562,0.01306,0.19065,0.27974,0.68186,0.17509,0.49394,1.13646,0.86356,0.05675,0.13327,59.84314,23.74033,0.42000,0.36,642.65,774.28,35.47801,204.53999
1.41300,606.00000,2193.00000,11,025,Guanajuato,Pur?sima del Rinc?n,0.09945,0.06539,0.76793,0.55001,0.87115,0.11591,0.50039,0.98980,0.95021,0.11383,0.26653,52.46552,43.55710,0.42000,0.33,636.26,819.86,155.23855,160.22000
0.97700,607.00000,1952.00000,14,074,Jalisco,San Julián,0.11234,0.00702,0.38262,0.24923,0.71813,0.09245,0.41992,1.25259,0.89889,0.08176,0.17572,80.97222,17.90650,0.42000,0.36,629.92,757.34,56.58601,202.57000
1.03200,608.00000,2152.00000,11,032,Guanajuato,San Jos? Iturbide,0.24195,0.07124,0.70008,0.30795,0.81506,0.07505,0.75046,0.64321,0.62756,0.13296,0.44416,39.73050,66.25931,0.45000,0.36,581.50,754.03,102.34109,164.63000
1.12300,609.00000,1748.00000,22,015,Quer?taro de Arteaga,San Joaqu?n,0.34607,0.06485,0.58856,0.28517,0.62789,0.00872,0.80306,0.61404,0.61578,0.06794,0.29473,246.84000,100.00000,0.45000,0.34,593.25,818.05,29.69754,176.50999
0.62600,610.00000,70.00000,31,054,Yucatán,Muxupip,0.03441,0.33289,0.98817,0.05339,0.98071,0.01423,0.80391,1.42462,0.41157,0.11133,0.30990,84.00000,100.00000,0.59000,0.43,370.77,604.71,34.64436,143.72999
0.75300,611.00000,145.00000,13,011,Hidalgo,Atlapexco,0.55850,0.10460,0.29694,0.06209,0.82291,0.00012,1.08240,0.52486,0.42974,0.17487,0.58727,110.45000,100.00000,0.53000,0.47,435.11,506.60,119.84754,140.91000
1.27900,612.00000,1972.00000,14,029,Jalisco,Cuqu?o,0.33798,0.01445,0.27362,0.35136,0.80834,0.06555,0.56221,1.07140,0.81277,0.13018,0.20177,89.10280,76.63780,0.41000,0.34,668.88,793.84,27.80867,220.63999
2.21800,613.00000,2157.00000,11,003,Guanajuato,Allende,0.25570,0.08322,0.49889,0.19913,0.71507,0.07438,0.83216,0.75234,0.76169,0.09416,0.23740,63.17445,53.69291,0.48000,0.40,515.73,657.95,87.74586,147.74000
1.30000,614.00000,119.00000,31,011,Yucatán,Celestún,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,-9999.00,-9999.00,0.00000,-9999.00000
1.52800,615.00000,2071.00000,14,045,Jalisco,Ixtlahuacán del R?o,0.24932,0.02104,0.31947,0.44888,0.83349,0.13715,0.50559,0.99634,0.83084,0.12882,0.24224,77.68687,70.76860,0.39000,0.31,724.59,862.30,23.77404,228.28999
0.39800,616.00000,69.00000,31,105,Yucatán,Yaxkukul,0.01287,0.13423,0.35560,0.59987,0.98649,0.17252,0.17921,1.01596,0.44170,0.19376,0.46757,66.33333,100.00000,0.45000,0.28,564.30,912.39,49.52732,203.89999
1.04800,617.00000,27.00000,31,008,Yucatán,Calotmul,0.16450,0.14490,0.98457,0.43620,0.95490,0.01163,0.55106,1.42665,0.57192,0.20580,0.26334,59.50000,30.46476,0.57000,0.40,385.91,647.95,13.56209,139.55000
1.15800,618.00000,30.00000,31,077,Yucatán,Tekal de Venegas,0.26764,0.26468,0.27819,0.02725,0.45705,0.00040,0.90695,0.94319,0.25252,0.07886,0.09058,160.80000,100.00000,0.59000,0.46,342.26,552.69,12.14888,137.03999
1.44700,619.00000,1750.00000,22,018,Quer?taro de Arteaga,Tolimán,0.29849,0.09941,0.55300,0.06975,0.76862,0.00294,0.67032,0.78313,0.97457,0.10334,0.35781,84.77941,74.38634,0.47000,0.34,542.19,770.70,31.64568,156.57000
1.04500,620.00000,1959.00000,14,072,Jalisco,San Diego de Alejandr?a,0.13004,0.01781,0.38501,0.30995,0.80519,0.03829,0.60663,1.04451,0.86494,0.07898,0.18071,62.92105,25.61090,0.41000,0.34,662.22,808.17,18.46837,213.44999
0.48700,621.00000,147.00000,13,026,Hidalgo,Huazalingo,0.54366,0.14853,0.64105,0.22923,0.42387,0.00141,1.11529,0.78849,0.52275,0.16120,0.49736,105.84375,100.00000,0.56000,0.51,393.70,453.04,101.29080,133.60000
0.48700,622.00000,80.00000,31,005,Yucatán,Bokobá,0.05869,0.15258,0.82629,0.14554,0.95305,0.01174,0.63146,1.06573,0.57981,0.08920,0.60563,50.00000,100.00000,0.56000,0.38,405.70,666.16,27.55796,155.21000
0.53900,623.00000,81.00000,31,078,Yucatán,Tekant?,0.05390,0.30751,0.93575,0.03317,0.86510,0.01235,0.68945,1.53864,0.38058,0.10251,0.27513,51.00000,17.09951,0.58000,0.41,370.77,621.92,46.44336,143.16999
1.14300,624.00000,75.00000,31,093,Yucatán,Tixkokob,0.04486,0.27171,0.90041,0.11016,0.96293,0.01775,0.49110,1.32518,0.73802,0.12301,0.50928,45.14286,37.00020,0.55000,0.37,426.50,690.50,88.84723,161.49000
1.19200,625.00000,2162.00000,11,031,Guanajuato,San Francisco del Rinc?n,0.12740,0.04636,0.63272,0.37076,0.78640,0.13179,0.66324,0.96365,0.80049,0.08077,0.20565,155.11852,34.97242,0.43000,0.36,623.65,776.03,241.11889,159.05999
2.45900,626.00000,1982.00000,14,093,Jalisco,Tepatitlán de Morelos,0.08523,0.00926,0.43752,0.44942,0.73630,0.13437,0.51632,1.21348,0.86253,0.10057,0.16341,53.46250,18.39056,0.40000,0.34,682.40,829.09,84.21016,212.33000
0.68100,627.00000,61.00000,31,007,Yucatán,Cacalch?n,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,-9999.00,-9999.00,0.00000,-9999.00000
2.54700,628.00000,1762.00000,22,004,Quer?taro de Arteaga,Cadereyta de Montes,0.35401,0.10007,0.45830,0.14558,0.58813,0.00870,0.84324,0.73060,0.83248,0.08157,0.25453,151.08475,80.07917,0.46000,0.34,558.70,787.54,38.30321,170.60000
1.07900,629.00000,29.00000,31,097,Yucatán,Tunkás,0.62291,0.20106,0.38370,0.04255,0.90210,0.00426,0.82111,1.05417,0.47952,0.16213,0.24132,111.00000,18.08390,0.65000,0.52,283.04,451.01,8.70628,111.63999
1.62200,630.00000,159.00000,13,071,Hidalgo,Tlahuiltepa,0.34973,0.08384,0.45176,0.25958,0.75718,0.00085,0.71575,1.00044,0.65792,0.07934,0.20092,376.50000,100.00000,0.41000,0.38,668.88,685.40,20.13324,234.21000
1.03900,631.00000,86.00000,31,087,Yucatán,Tetiz,0.14912,0.65789,0.74561,0.00000,0.90351,0.00000,0.90351,1.31579,0.38596,0.15789,0.17544,56.00000,15.44870,0.65000,0.51,285.89,454.51,13.07492,116.18000
1.95600,632.00000,34.00000,31,040,Yucatán,Izamal,0.11371,0.30858,0.83836,0.11241,0.94241,0.01592,0.79422,1.14183,0.58294,0.14368,0.37336,41.75000,24.24585,0.61000,0.43,342.26,576.69,50.04452,128.97999
1.81400,633.00000,2070.00000,14,080,Jalisco,San Sebastián del Oeste,0.51556,0.04615,0.58940,0.30491,0.52939,0.01791,0.42364,1.08041,0.72191,0.06916,0.21546,506.97778,100.00000,0.41000,0.40,655.64,667.59,5.98296,201.13000
1.73500,634.00000,28.00000,31,085,Yucatán,Temoz?n,0.42025,0.37063,0.50341,0.00877,0.48267,0.00159,0.97582,1.24986,0.63361,0.10565,0.11005,104.89474,58.27766,0.68000,0.56,251.03,400.13,17.55220,101.69000
0.68900,635.00000,74.00000,31,095,Yucatán,Tixp?hual,0.06450,0.30522,0.93017,0.02132,0.96323,0.01651,0.46246,1.28224,0.74686,0.16288,0.37730,40.60000,35.16529,0.56000,0.38,409.77,671.44,70.57782,159.13999
1.28900,636.00000,1977.00000,14,055,Jalisco,Magdalena,0.19954,0.10776,0.64578,0.66279,0.84617,0.07500,0.28464,0.68073,0.71038,0.11870,0.37505,50.38462,25.88986,0.35000,0.27,816.97,994.52,64.13026,243.11000
1.96100,637.00000,1833.00000,18,020,Nayarit,Bah?a de Banderas,0.26323,0.19327,0.50972,0.51174,0.77233,0.09836,0.47189,0.86702,0.67460,0.12093,0.40307,97.75000,24.63717,0.38000,0.31,717.38,820.42,77.10604,228.50999
1.82200,638.00000,1993.00000,14,120,Jalisco,Zapopan,0.19144,0.08976,0.36844,0.64731,0.74692,0.28663,0.30533,0.70896,0.80397,0.11035,0.43486,66.94737,2.24201,0.29000,0.21,1018.02,1160.66,868.23881,277.10998
0.63900,639.00000,146.00000,13,080,Hidalgo,Yahualica,0.69094,0.19010,0.19567,0.21124,0.77616,0.00296,1.18854,0.67648,0.42833,0.13017,0.31188,91.96875,83.57698,0.54000,0.50,418.04,484.27,138.35900,137.63000
1.82500,640.00000,1834.00000,18,003,Nayarit,Amatlán de Cañas,0.34129,0.04452,0.73790,0.52115,0.87305,0.01784,0.58090,0.96172,0.62517,0.10205,0.37414,152.79310,73.05592,0.38000,0.33,731.88,816.91,23.04128,244.11000
2.50500,641.00000,23.00000,31,019,Yucatán,Chemax,0.65778,0.57789,0.18254,0.00440,0.21617,0.00133,1.41151,0.80959,0.37118,0.02460,0.07086,134.81013,44.68009,0.68000,0.60,222.64,345.11,13.13760,96.73999
